Kort adresse,Latitude,Longitude
Strandpromenaden 55 2100,55.7205812,12.5823434
Reventlowsgade 32,55.670773,12.564884
Marengovej 4,55.6584498,12.6201583
Bjørnsonsvej 27 2500,55.6581987,12.5223683
Reventlowsgade 26,55.6711628,12.5645244
Øresundsvej 110,55.6612969,12.6228983
Blågårdsgade 24,55.6857188,12.5571195
Svinget 8,55.6663949,12.5966273
Horsekildevej 34,55.668046,12.5101479
Flensborggade 15,55.6683117,12.5474002
Ben Websters Vej 146,55.64579269999999,12.5536392
Lyshøjgårdsvej 41,55.6633685,12.5175096
Haydnsvej 11,55.64985739999999,12.5248035
Genforeningspladsen 24,55.7000657,12.5182769
Gammel Kalkbrænderi Vej 25,55.7042639,12.5859395
Valby Langgade 251,55.6720201,12.4827712
Vesterbrogade 88,55.67249899999999,12.548796
Horsekildevej 30,55.668021,12.509748
Strandboulevarden 119,55.70897129999999,12.5840594
Ellebjergvej 21,55.6500213,12.5250581
Badstuestræde 6,55.6783572,12.574765
Kastrupvej 129,55.6492143,12.6215178
Teglbrændervej 5,55.7068929,12.5360594
Brønshøjvej 67,55.6964838,12.4990377
Thingvalla Allé 1,55.65138899999999,12.6115972
Rudolph Berghs Gade 61,55.7111441,12.5569635
Østerbrogade 155,55.7145142,12.5772792
Strandlodsvej 18N 2300,55.6661753,12.6203501
Øresundsvej 132F 2300,55.6605995,12.6259006
Willemoesgade 54,55.6983642,12.5857974
Marengovej 12,55.6582096,12.6211044
Åboulevard 7,55.68271559999999,12.5563285
Kastanie Allé 3,54.909414,9.7913947
Constantin Hansens Gade 16,55.6679165,12.5354521
Rovsingsgade 39,55.710182,12.552853
Landfogedvej 7,55.7090378,12.5304168
Gothersgade 157,55.68578979999999,12.5684371
Brobergsgade 12,55.67496939999999,12.5972655
Jansvej 37,55.6427287,12.6192313
Brønshøjvej 38,55.7006023,12.497755
Vestbanevej 9,55.6647866,12.5207544
Strandboulevarden 107,55.7083679,12.5849389
Dronningensgade 17,56.4629097,10.0483108
Ben Websters Vej 114 2450,55.6458763,12.5526942
Valby Langgade 197,55.6698337,12.4911808
Strandgade 12D 1401,55.673037,12.588989
Greisvej 27,55.6456363,12.6177071
Julius Thomsens Gade 22,55.683336,12.5552379
Lyngbyvej 45,55.7101935,12.5605867
Amagerbrogade 301,55.6413683,12.6173281
Solkrogen 3,55.7039474,12.5071741
Skoleholdervej 81,55.7106655,12.5189849
Ribegade 17,55.70374100000001,12.579576
Holmbladsgade 54,55.66545009999999,12.6087551
Rydsletten 23,55.6812491,12.4888598
Maltagade 24,55.65302399999999,12.6166608
Sandkaj 17,55.70641939999999,12.5942324
Caprivej 7,55.6609409,12.6217506
Birketinget 14,55.65660200000001,12.5969149
Willemoesgade 41,55.6984302,12.5839288
Centerparken 28,55.6548959,12.4900004
Carl Langes Vej 24,55.6636475,12.5047214
Katholmvej 17,55.6912317,12.4833313
Under Elmene 18,55.6652966,12.5987753
Rosengården 9,55.682229,12.5725831
Traps Allé 20,55.6648074,12.5011413
Præstegårds Allé 23A 2700,55.70548179999999,12.4944573
Strandpromenaden 57 2100,55.7206669,12.5820639
Valhalsgade 1,55.7029328,12.5489878
Borups Allé 229,55.699932,12.5212872
Korsørgade 37,55.707297,12.5851767
Flidsagervej 7,56.1437693,10.1524112
Øresundsvej 134,55.6614118,12.6256338
Strandvænget 1,56.186588,10.2386
Vermlandsgade 81,55.666695,12.61235
Hiort Lorenzens Gade 4,55.6875094,12.5440351
Clara Pontoppidans Vej 8,55.6570244,12.511575
Nørre Sideallé 5,55.6932948,12.5604822
Flensborggade 21,55.66804020000001,12.5474676
Nikolajgade 18,55.6781892,12.5823463
Gråbrødretorv 12,55.6799183,12.5752943
Flensborggade 25,55.6678444,12.5474797
Fredericiagade 30,55.8613261,9.8662305
Strindbergsvej 10,55.65917950000001,12.5206515
Vigerslevvej 259,55.6511696,12.4902973
Dronningens Tværgade 58,55.6849074,12.5828744
Utterslev Torv 20,55.7106734,12.5169871
Bogholder Allé 11,55.68563109999999,12.4928649
Åfløjen 12,55.71465449999999,12.4606648
Saabyesvej 8,55.69934439999999,12.5835476
Nordfeldvej 18,55.704685,12.4935616
Andreas Bjørns Gade 6,55.6754821,12.5976254
Dalføret 3,55.6548782,12.6024843
Amerika Plads 18,55.6992941,12.5942142
Bangsbo Plads 49,55.69124859999999,12.493962
Sankt Gertruds Stræde 8,55.6832406,12.5743298
Kærholmen 21,55.6814313,12.4892494
Vesterbrogade 85,55.6721289,12.5482287
Flakholmen 11,55.6834471,12.4889849
Kompagnistræde 2,55.67783129999999,12.5767218
Nordkrog 26,55.7298051,12.5692556
Østbanegade 45,55.6985839,12.5914498
Midtermolen 4,55.6960272,12.5973601
Vester Søgade 52,55.6788003,12.5601228
Gråbrødretorv 19,55.67941210000001,12.5755146
Lyshøjgårdsvej 101,55.663017,12.508361
Langdraget 15,55.68137729999999,12.4897658
Stengade 52,55.68696569999999,12.5545517
Øresundsvej 56,55.66052879999999,12.6146683
Søndervigvej 8,55.6914463,12.4748313
Schubertsvej 12,55.6483406,12.5323459
Landskronagade 36,55.7133988,12.574097
Emdrup Engvej 1,55.7231006,12.5343132
Roshagevej 22,55.6968022,12.4665907
Dronningens Tværgade 42,55.6848746,12.5849032
Rasmus Rasks Vej 6,55.6630512,12.5176957
Oscar Pettifords Vej 25,55.64693699999999,12.555274
Flakholmen 26,55.6840803,12.4889245
Saltholmsvej 9,55.659325,12.6092063
Havneholmen 36,55.6600091,12.5618028
Lundtoftegade 105,55.6987983,12.5382721
Grøndals Parkvej 18,55.6904645,12.512525
Rosenvængets Hovedvej 36,55.7012626,12.5867983
Skipper Clements Allé 3,55.6559418,12.6070423
Hyacintgården 3,55.648246,12.6124171
Mozartsvej 26,55.6484085,12.5294756
Bergthorasgade 15,55.6650147,12.5783439
Jagtvej 201,55.7081614,12.5714333
Vestmannagade 2,55.66843040000001,12.5793328
Frankrigshusene 4,55.6625965,12.6087361
Sorgenfrigade 3,55.69571759999999,12.5457492
Sønder Boulevard 62,55.6661708,12.5510337
Grønnehøj 9,55.6855574,12.4845541
Valdemarsgade 2,55.6719945,12.5481627
Bremensgade 35,55.665758,12.617005
Sundkaj 5,55.710356,12.5951649
Göteborg Plads 4,55.7068198,12.5978336
Landemærket 57,55.683266,12.57807
Gothersgade 25,55.6819119,12.583173
Strandboulevarden 123,55.7089681,12.5837029
Bangsbo Plads 61,55.69178179999999,12.4926395
Serridslevvej 34,55.7067816,12.5720679
Sorrentovej 13,55.6582956,12.6230448
Englandsvej 40,55.6545079,12.6029166
Niels Hemmingsens Gade 3,55.6789597,12.5777332
Trekronergade 15,55.6600806,12.5199373
Arkonagade 10,55.66553769999999,12.5525677
Nordbyvej 13 2720,55.6994525,12.4672469
Ægirsgade 35,55.6993704,12.546007
Teglbrændervej 4,55.7067735,12.5365142
Øresundsvej 126,55.66151679999999,12.6249723
Offenbachsvej 22,55.6485917,12.530048
Gaunøvej 7,55.6987493,12.4999016
Sjællandsgade 5,56.1611971,10.2092199
Ved Vigen 26,55.720884,12.526754
Sølvgade 19,55.6857323,12.5840313
Syriensvej 6,55.6510464,12.6215592
Fredericiagade 21A 1310,55.68565270000001,12.5906507
Ebbe Rodes Allé 4,55.6565889,12.5120167
Sixtusvej 15,55.6594833,12.617211
Herninggade 13,55.707797,12.5881744
Artillerivej 120,55.6584884,12.5704593
Øster Søgade 106,55.695268,12.5785347
Nørre Voldgade 10,55.6793032,12.5668939
Overbys Allé 15,55.66535400000001,12.5013989
Bjerregårdsvej 4 2500,55.6662782,12.5269523
Schubertsvej 5,55.6477714,12.5320579
Strandgade 81,55.6771112,12.5948844
Jens Otto Krags Gade 9,55.6592506,12.569101
Tycho Brahes Allé 8,55.6552045,12.6111575
Arnesvej 10,55.70427129999999,12.5044946
Åbakkevej 47,55.6935294,12.4987452
Fiolstræde 40,55.6821266,12.5721889
Studiestræde 12,55.67891820000001,12.5700772
Hardenbergvej 7,55.6688133,12.4909689
Ejler Billes Allé 70,55.6233122,12.569597
Toftegårds Allé 41,55.6632866,12.5165511
Valby Langgade 159,55.66792539999999,12.4982911
Valby Langgade 209B 2500,55.6702162,12.4894237
Skovløbervej 4,55.7090583,12.5279697
Tuborgvej 64,55.72812889999999,12.5639059
Stenhuggervej 8,55.7071822,12.5360171
Rosenvængets Allé 32,55.6996878,12.5838712
Caprivej 9,55.6609509,12.6220068
Wesselsgade 13,55.6856716,12.5602286
Øresundsvej 114,55.6613318,12.6229983
Vestbanevej 16,55.6645017,12.5210715
Sonnerupvej 5,55.7007948,12.4925699
Ingolfs Allé 35,55.6502166,12.6078422
Enghavevej 15,56.1791411,9.557046
Lauravej 7,55.667986,12.51035
Svenskelejren 11,55.7046168,12.5077022
Ryesgade 75,55.6953061,12.5714821
Toldbodgade 36,55.6849658,12.5962068
Hallandsgade 6,55.6637553,12.6001448
Svend Gønges Vej 33,55.7025365,12.5007814
Johan Kellers Vej 37,55.65550589999999,12.5364936
Nystedvej 24,55.6674472,12.490434
Fortkaj 36,55.7082509,12.5982944
Stockholmsgade 55,55.6925424,12.5830171
Spartavej 1,55.64355339999999,12.6256697
Halsskovgade 4,55.7078506,12.5816702
Hvalsøvej 14,55.7050023,12.4901282
Nansensgade 64,55.6836487,12.5654745
Jens Otto Krags Gade 17,55.6589071,12.5701889
Stubmøllevej 22,55.64906329999999,12.5246224
Vigerslev Allé 23,55.660836,12.5189082
Strandlodsvej 21,55.6652272,12.6242794
Stockholmsgade 35,55.6912396,12.5794319
Lystrupvej 7,56.2013809,10.2329826
Gormsgade 10,55.69742609999999,12.5467935
Åboulevard 9,55.68288,12.556088
Dexter Gordons Vej 17,55.6474169,12.5485902
Torveporten 25,55.6540852,12.5069246
Valby Langgade 15,55.6663503,12.5241934
Annekegade 7,55.7056336,12.5543927
Backersvej 82,55.65345139999999,12.6237306
Åfløjen 40,55.714495,12.4587683
Gerbrandsvej 20,55.6470777,12.6176021
Randersgade 7,55.70281,12.5809719
Grønnehøj 13,55.6855943,12.4842457
Clara Pontoppidans Vej 2,55.6564329,12.5110383
Poppelgade 9,55.6921104,12.5585034
Olfert Fischers Gade 3,55.686559,12.5887641
Dronningensgade 61,55.67312769999999,12.5936595
Kirkebjerg Allé 47,55.6945499,12.4825618
Musvågevej 3,55.7025898,12.530002
Hasselvej 15,56.281276,9.450434999999999
Husumvej 86,55.7049625,12.4789418
Under Elmene 2,55.66495399999999,12.5962596
Vesterbrogade 38,55.6725392,12.5560571
Lavendelstræde 17,55.6761081,12.5713599
Englandsvej 16,55.6573346,12.6054922
Strandvejen 8,55.49908,9.500301499999999
Borghaven 8,55.6517436,12.4940744
Judithsvej 9,55.7285747,12.5650798
Telemarksgade 5,55.6597373,12.6006486
Kløverbladsgade 13,55.6567654,12.51918
Lyngbyvej 61,55.7107166,12.5603272
Åboulevard 46,55.6852071,12.5535409
Thoravej 12A 2400,55.7057145,12.5304702
Peter Fabers Gade 45,55.6919833,12.5565458
Kildebrøndevej 11,55.6090068,12.2815808
Wesselsgade 17,55.6852841,12.5597144
Solvænget 5A 2100,55.719167,12.5773893
Kildevældsgade 81,55.713958,12.5696169
Niels Neergaards Gade 40 2300,55.6548955,12.5678912
Cypernsvej 3,55.65199089999999,12.6167063
Backersvej 11,55.660424,12.6185956
Ryesgade 100,55.6965107,12.5742984
Nørre Sideallé 7,55.6933654,12.560203
Grønnehøj 7,55.6854664,12.4846083
Kastrupvej 21,55.6594231,12.6150958
Olufsvej 7,55.7009397,12.5766809
Slotsherrensvej 17,55.69476539999999,12.49136
Fredericiagade 25,55.86189290000001,9.8664112
Århus Plads 4,55.706815,12.583313
Havneholmen 74,55.6609916,12.563405
Torben Oxes Allé 4,55.6566572,12.6057234
Engelstedsgade 4,55.7099305,12.5596763
Bramslykkevej 16,55.6719938,12.4907843
Amagerbrogade 13,55.6673616,12.5979276
Rialtovej 12,55.658661,12.6177482
Valby Langgade 110,55.66638589999999,12.5073282
Jagtvej 191,55.70777,12.569036
Vigerslevvej 67,55.6669269,12.4865951
Skjulhøj Allé 22A 2720,55.693233,12.4828848
Frederikssundsvej 25,55.7014716,12.5341227
Ejler Billes Allé 74 2300,55.6233115,12.5695085
Store Strandstræde 11,55.6811884,12.58857
Amager Strandvej 56,55.6623472,12.6310209
Sumatravej 61,55.6461623,12.633787
Bredegrund 1,55.6593747,12.6143795
Strandvejen 99,55.7230366,12.5770353
Sigynsgade 36,55.7056945,12.549294
Banebrinken 103,55.722398,12.5392204
Dexter Gordons Vej 31,55.64716809999999,12.5484386
Skaffervej 11,55.7059452,12.5332096
Strandboulevarden 71A 2100,55.7048627,12.5867161
Næsbyholmvej 26,55.6992189,12.5017672
Svinget 24,55.6649126,12.5952813
Knabstrupvej 49,55.7037773,12.4860796
Rådvadsvej 6,55.7111878,12.5159169
Østerbrogade 214,55.71235489999999,12.5782704
Harrestrup Allé 13,55.64594580000001,12.5016091
Godthåbsvej 241,55.69555099999999,12.5082295
Islands Brygge 65,55.6621598,12.5718448
Nørre Søgade 19,55.6844867,12.5640002
Toftegårds Allé 47,55.6628324,12.516693
Hindegade 3,55.6859019,12.5884079
Holsteinborgvej 10,55.6974232,12.482926
Fyensgade 7,55.6942562,12.5502095
Trekronergade 74,55.65571370000001,12.5199362
Jens Otto Krags Gade 6,55.6582527,12.5682548
Gråbrødretorv 15,55.6794703,12.5757978
Hjørringgade 9,55.7062807,12.5873426
Birkedommervej 13,55.70865209999999,12.5299134
Kretavej 17,55.652931,12.6189652
Ved Sønderport 22,55.6667389,12.6015987
Emdrupvej 130A 2400,55.7231125,12.5316596
Kastrupvej 127,55.6493963,12.6214558
Nakskovvej 43,55.66847689999999,12.4931529
Magstræde 11,55.6763585,12.5756218
Guldagervej 26,55.6844595,12.4798351
Holsteinsgade 64,55.7002067,12.590352
Bryggervangen 12,55.7093741,12.5647373
Kastrupvej 67,55.6540405,12.6191845
Sundkaj 43,55.7102286,12.5967716
Siciliensgade 7,55.6531327,12.618366
Christen Bergs Allé 12 2500,55.6654421,12.5043937
Højdevej 6,55.5247682,12.1623488
Alliancevej 11,55.6489071,12.5525473
Strandpromenaden 53 2100,55.7204896,12.5824841
Viborggade 5,55.705164,12.578258
Kabbelejevej 29,55.70765850000001,12.4917205
Burmeistersgade 7,55.6753814,12.5981687
Vilhelm Buhls Gade 17 2300,55.6543416,12.5675459
Sundkaj 75,55.7101029,12.5977434
Katholmvej 22,55.6909798,12.4840651
Johan Kellers Vej 44,55.6550642,12.5357488
Præstekærvej 11,55.7056575,12.4930328
Svanemøllevej 61,55.7268272,12.5741479
Ålandsgade 9,55.6641762,12.6049105
Else Alfelts Vej 10L 2300,55.6230828,12.5697794
Henriksvej 18,55.71951120000001,12.5333515
Sankt Jørgens Allé 6,55.67384329999999,12.5592647
Abildvang 4,55.7150842,12.4637113
Bremensgade 28,55.6649428,12.6166909
Østerbrogade 200,55.7117257,12.5779165
Jyllingevej 17,55.6933203,12.492255
Ejler Billes Allé 90 2300,55.6229694,12.5685552
Oldermandsvej 43,55.707504,12.537895
Mølle Allé 8,55.6651906,12.5183822
Flakholmen 18,55.6836357,12.4892949
Møntergade 12,55.68169349999999,12.5795422
Strindbergsvej 17,55.6585446,12.5212589
Markskellet 3,55.6937674,12.4920029
Hardangergade 2,55.6970993,12.5897981
Erik Eriksens Gade 6,55.66118119999999,12.5717608
Odensegade 15,55.70008110000001,12.5800934
Hammershøis Kaj 2,55.6709195,12.5874009
Gernersgade 34 1319,55.6884609,12.5865138
Havneholmen 38,55.6603422,12.5621117
Cæciliavej 9,55.669012,12.5099959
Slotsherrensvej 9,55.6945504,12.4919609
Åfløjen 16,55.71457160000001,12.4600178
Kastrupvej 82,55.6533801,12.619106
Athensvej 26,55.6450909,12.6252379
Toldbodgade 7,55.489411,9.480566999999999
Reberbanegade 47,55.66193939999999,12.6064004
Morsøvej 11,55.6901443,12.5096771
Strindbergsvej 90,55.6527033,12.521493
Valborg Allé 21,55.6665873,12.5070023
Thoravej 6,55.7051345,12.5303223
Kløverbladsgade 23,55.6560743,12.5189091
Søndervigvej 103,55.6989957,12.468419
Australiensvej 17,55.7085546,12.5644569
Lyshøjgårdsvej 43,55.6633745,12.5173061
Næstvedgade 6,55.7004208,12.5860431
Egholmvej 11,55.6915662,12.4793369
Hjørringgade 11,55.7063333,12.5875986
Skaffervej 13,55.7061066,12.533207
Højenhald 10,55.7049168,12.5077543
Bobakken 4,55.68292049999999,12.4865948
Heimdalsgade 20,55.7015154,12.5433479
Amagerbrogade 244,55.645267,12.614493
Gudenåvej 17,55.6907463,12.5122533
Willemoesgade 45,55.6983155,12.5843676
Øresundsvej 58,55.6605763,12.61488
Brofogedvej 14,55.7038966,12.5319935
Matthæusgade 54,55.6700672,12.546362
Sparresholmvej 7,55.70280589999999,12.4999217
Vigerslevvej 144,55.66175800000001,12.4828178
Havnegade 33,55.676894,12.5893111
Viborggade 38,55.70531709999999,12.5816275
Englandsvej 12,55.6575747,12.6060073
Lombardigade 15,55.65426369999999,12.613015
Vendsysselvej 12,55.69200000000001,12.511007
Store Kongensgade 21,55.6823866,12.5858223
Frimestervej 11,55.707091,12.5366294
Nakskovvej 41,55.6685904,12.4931185
Vestbanevej 12,55.664554,12.5206413
Hildursgade 3,55.7064096,12.5549629
Slotsherrensvej 29,55.6958354,12.488394
Serridslevvej 38,55.707201,12.5713156
Guldbergsgade 12,55.69139200000001,12.5589621
Fossgårdsvej 8,55.68926219999999,12.4802015
Nakskovvej 79,55.6655177,12.4913297
Doris Lessings Vej 29,55.6367208,12.5757553
Dronningensgade 7,55.6703756,12.589175
Oehlenschlægersgade 31,55.6699734,12.5500154
Provstevej 16,55.7060579,12.5286196
Brolæggerstræde 3,55.6777289,12.5751607
Gyldenlakvej 29,55.6450579,12.6128962
Backersvej 83,55.6556657,12.6224274
Ourøgade 23,55.7094153,12.5651344
Grækenlandsvej 118,55.6453377,12.6199541
Erik Ballings Vej 4,55.66671950000001,12.5131458
Øster Farimagsgade 28,55.691332,12.57632
Else Alfelts Vej 10B 2300,55.6232743,12.5699211
Emdrupgårdsvej 2,55.7231977,12.5334837
Røddinggade 12,55.6646239,12.5452849
Havneholmen 42,55.6603681,12.5621732
Tartinisvej 30,55.6452655,12.5266917
Jens Otto Krags Gade 2,55.6581172,12.568309
Mølle Allé 6,55.6651712,12.5185699
Gudenåvej 20,55.6909949,12.5143382
Kongelundsvej 71,55.63714119999999,12.5890877
Matthæusgade 46,55.6704514,12.547024
Nybrogade 8,55.6768194,12.5767011
Sundkaj 7,55.71040319999999,12.5949236
Bellahøjvej 146,55.6955624,12.5001428
Østbanegade 165,55.70850489999999,12.5886885
Vigerslevvej 119,55.66244159999999,12.4830511
Kenny Drews Vej 13,55.6459522,12.5487885
Greisvej 37,55.6455505,12.6190684
Gammeltoftsgade 18,55.6894079,12.5709588
Malmøgade 6,55.6918714,12.5795045
Lyneborggade 23,55.66396409999999,12.6107893
Søllerødgade 46,55.696051,12.54391
Ejler Billes Allé 106 2300,55.6232672,12.5687422
Nattergalevej 54,55.699792,12.529045
Sønder Boulevard 98,,
Enghavevej 5,56.0415425,9.9272166
Annekegade 5,55.7058147,12.5543478
Nørrebrogade 25,55.6880845,12.5598534
Grønnegade 33,55.6814845,12.5831486
Bryggervangen 14,55.7094489,12.564693
Strandboulevarden 42,55.7005682,12.5898803
Korfuvej 17,55.6541593,12.6220269
Rådmandsgade 46,55.7006697,12.5527489
Frankrigshusene 8,55.66263559999999,12.6083607
Folehaven 114,55.6525153,12.4941805
Lilliendalsvej 1,55.6677847,12.4090326
Øresund Parkvej 7,55.6637304,12.6290953
Alliancevej 10F 2450,55.6482401,12.551963
Ålekistevej 108,55.6856063,12.4831529
Parmagade 36,55.6531339,12.6158094
Peblinge Dossering 32,55.68478959999999,12.5598065
Århusgade 131,55.7074964,12.5939546
Dronningens Tværgade 48,55.6848281,12.5839527
Sixtusvej 12,55.6590303,12.6167424
Korsørgade 28,55.7071761,12.5832579
Fiolstræde 14,55.6805197,12.5731671
Ulrik Birchs Allé 56,55.6533428,12.6030436
Polensgade 22,55.6649866,12.6145477
Strandvejen 123,55.72579349999999,12.5763935
Viktoriagade 10,55.67178690000001,12.5576608
Trondhjemsgade 5,55.6940353,12.5872378
Overgaden Oven Vandet 44,55.6733725,12.5929339
Nørre Søgade 9,55.6849938,12.5646373
Havneholmen 54,55.6604961,12.562725
Tornebuskegade 1,55.6837327,12.5740907
Händelsvej 22,55.6493473,12.5256816
Jernbane Allé 24,,
Dagmarsgade 19,55.698437,12.545799
Nordre Allé 10,55.6677877,12.4976166
Ben Websters Vej 136,55.6456132,12.5522897
Store Strandstræde 3,55.6809956,12.5879527
Landskronagade 59,55.7126769,12.5682685
Nakskovvej 19,55.67068769999999,12.4928329
Strandgade 79,55.6769359,12.5951248
Backersvej 16,55.659655,12.6183324
Vester Søgade 78,55.6805727,12.56068
Galionsvej 7,55.6791371,12.6051728
Øresund Parkvej 5,55.664246,12.6294463
Limfjordsvej 44,55.6933825,12.5053751
Sankt Annæ Gade 22,55.6736128,12.5918173
Julius Thomsens Gade 20,55.683221,12.555164
Else Alfelts Vej 93,55.61693,12.5683818
Engelholmvej 33,55.7024531,12.4988795
Nørre Voldgade 9,55.68286060000001,12.5703216
Vigerslevvej 320,55.647045,12.4936157
Under Elmene 10,55.6648733,12.5975439
Lipkesgade 5,55.6970331,12.5854036
Kærholmen 11,55.6809509,12.4895719
Nordbanegade 22,55.6965815,12.5432063
Willemoesgade 19,55.6979577,12.5815445
Nicolai Eigtveds Gade 34,55.6720853,12.5852062
Faksegade 17,55.70054349999999,12.5800489
Ørnevej 46,55.70180509999999,12.5300694
Bellahøjvej 144,55.6956034,12.5002896
Frederikssundsvej 34,55.7025308,12.5326238
Kenny Drews Vej 75,55.6449642,12.5513418
Landlystvej 1,55.54459809999999,9.7167367
Dronningens Tværgade 32,55.68437460000001,12.585221
Sundkaj 9,55.7104255,12.5949589
Hedegaardsvej 31,55.6456354,12.6340981
Sankt Annæ Gade 1,55.6742686,12.5910979
Enghavevej 27,57.0359722,9.9495167
Ådalsvej 59,55.6935272,12.4969115
Roshagevej 14A 2720,55.69694459999999,12.4676221
Kretavej 15,55.652901,12.6187883
Vesterbrogade 97,55.67165929999999,12.5465623
Lyongade 24,55.6603587,12.6093077
Holsteinsgade 9,55.6988356,12.5827924
Heimdalsgade 34,55.7024719,12.5450938
Frimestervej 36,55.7085477,12.5370783
Ejler Billes Allé 126 2300,55.6235578,12.5692574
Tagensvej 77,55.7020671,12.5496617
Kirstinedalsvej 3,55.6669115,12.5200627
Adelgade 113,55.6865268,12.5856161
Slejpnersgade 6,55.70119099999999,12.5432087
Kompagnistræde 24,55.6768866,12.5746752
Lybækgade 1,55.6653568,12.6085882
Mozartsvej 24,55.6484637,12.5301158
Borups Allé 249,55.70075629999999,12.5197761
Kildevældsgade 3,55.7145782,12.5770781
Blegdamsvej 28F 2200,55.692625,12.565745
Trelleborggade 6,55.7062333,12.5921588
Gerbrandsvej 12,55.6468582,12.6154891
Galionsvej 15,55.6794831,12.6039831
Nordre Frihavnsgade 15,55.7007571,12.5793662
Ulriksdalvej 5,55.6732312,12.4854647
Øster Søgade 96,55.694575,12.5772486
Krusågade 28,55.6654208,12.5560094
Rantzausgade 7,55.6853799,12.552317
Emdrupvej 111,55.7223832,12.5416797
Carl Langes Vej 52,55.6637105,12.4998303
Frederiksgade 9,55.685339,12.5899846
Herninggade 1,55.707186,12.5884534
Kongelundsvej 61,55.6383059,12.5900938
Nystedvej 18,55.6679833,12.4904451
Henriksvej 17,55.71956429999999,12.5328365
Nordfeldvej 22,55.704712,12.4932295
Carl Langes Vej 30,55.6636276,12.5040497
Kingosgade 2,55.671819,12.545569
Dortheavej 60,55.70987659999999,12.519792
Faste Batteri Vej 70,55.6646004,12.5903016
Frederikssundsvej 189,55.7050004,12.4942054
Beethovensvej 3,55.6478316,12.5331587
Rudolph Berghs Gade 18,55.7097856,12.5582188
Brigadevej 5,55.6627319,12.6013911
Overbys Allé 1A 2500,55.6658459,12.5037843
Prøvestens Allé 5,55.6605228,12.6171292
Kildevældsgade 34,55.71474620000001,12.574493
Grøndalsvænge Allé 72,55.69150430000001,12.5161545
Tagensvej 100,55.7034092,12.548199
Stenløsevej 29A 2700,55.7017297,12.4688583
Dronningensgade 18,55.6708881,12.5903188
Nyhavn 49,55.6798959,12.5916833
Robert Jacobsens Vej 76,55.6171966,12.5721813
Weidekampsgade 49,55.66671299999999,12.58141
Nyhavn 12,,
Enghavevej 21,55.6705458,12.5462218
Rebildvej 21,55.6904918,12.5047241
Folehaven 100,55.65225539999999,12.4961914
Rådvadsvej 143,55.7213017,12.5293552
Händelsvej 4,55.6497873,12.5269454
Prinsessegade 4,55.6704356,12.591135
Valkendorfsgade 32,55.679301,12.575877
Karin Nellemoses Vej 8,55.6571861,12.5124135
Hamletsgade 20,55.701377,12.5445609
Vestre Allé 10,57.0342791,9.9072534
Marstalsgade 19,55.7038765,12.5864359
Vesterled 35,56.1561654,9.5304767
Gernersgade 7,55.6874929,12.5893583
Islevhusvej 72A 2700,55.70801549999999,12.4589453
Brigadevej 10,55.66275580000001,12.6009105
Kildevældsgade 83,55.7139433,12.569223
Silkeborggade 32,55.7074423,12.5845833
Rørholmsgade 14,55.6897627,12.572648
Ebbe Rodes Allé 1,55.6568999,12.5118766
Holsteinsgade 27 2100,55.69920819999999,12.5850537
Gyritegade 14,55.7053035,12.5544443
Godthåbsvej 193,55.6921551,12.5138938
Havnegade 35,55.67709499999999,12.589838
Sigynsgade 46,55.7054584,12.5500235
Nordfeldvej 12,55.70465000000001,12.4942607
Brøndkærvej 11,55.6674707,12.5182964
Strandvejen 65,55.0859162,14.7093192
Bjerregårdsvej 6,55.6661402,12.5267086
Ungarnsgade 7,55.66566599999999,12.6124822
Ernie Wilkins Vej 7,55.646361,12.5503164
Backersvej 87,55.6554414,12.6226588
Tagensvej 51,55.700157,12.552531
Ahornsgade 25,55.6914954,12.5589885
Store Kongensgade 50,55.6832775,12.587041
Lundedalsvej 29,55.72345300000001,12.54168
Kastrupvej 90,55.6530356,12.6193327
Snertingevej 32,55.7036181,12.4714701
Danshøjvej 25,55.66126089999999,12.4915095
Badensgade 12,55.66260430000001,12.6138159
Greisvej 23,55.6454183,12.6177981
Vigerslevvej 278,55.64980120000001,12.4907179
Amalie Skrams Allé 16,55.66603199999999,12.4995589
Dunkerquegade 23,55.70842349999999,12.5970054
Toftegårds Plads 8,55.6625413,12.5171273
Overgaden Oven Vandet 20,55.6710247,12.5890937
Thingvalla Allé 18,55.6517798,12.6093188
Dyvekes Allé 8,55.656823,12.6066158
Fussingsvej 9,55.6495706,12.6103096
Christianshavns Voldgade 3,55.6700497,12.5878948
Flakholmen 13,55.6835481,12.4889133
Frankrigshusene 9,55.66247509999999,12.6075755
Ålholmvej 17,55.67200330000001,12.4882221
Nordre Frihavnsgade 106,55.7035733,12.5907771
Fuglsang Allé 106,55.6981012,12.4950561
Degnemose Allé 31,55.7021776,12.5063932
Gammel Kongevej 31,55.67341949999999,12.5542988
Pakhusvej 8,55.6968926,12.5936391
Puggaardsgade 13,55.6714245,12.5751646
Andreas Bjørns Gade 20,55.6759758,12.5983883
Belgiensgade 3,55.661879,12.6046345
Carl Langes Vej 17,55.6633664,12.5053095
Badensgade 8,55.6623939,12.6139744
Oxford Allé 44,55.6476014,12.6096749
Reberbanegade 41,55.6623363,12.6064635
Overskæringen 7,55.7013006,12.5441377
Torveporten 33,55.6538231,12.5066564
Papirøen 55,55.67916049999999,12.598538
Ved Volden 7,55.67193469999999,12.5938809
Vinkelager 29,55.6804731,12.4864733
